Program Name,University Name,Program Link
Engineering – Biomedical and Electrical Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/ceg
Engineering – Biomedical and Mechanical Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cej
Engineering – Chemical,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lea
Engineering – Civil Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/ceb
Engineering – Common First Year programs,Queen's University,https://www.ouinfo.ca/programs/queens/qe
Engineering – Communications Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/ceh
Engineering – Computer Systems Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cec
Engineering – Electrical Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cef
Engineering – Engineering Physics (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cep
Engineering – Environmental Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cee
Engineering – Mechanical,Laurentian University,https://www.ouinfo.ca/programs/laurentian/leg
Engineering – Mechanical Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/ced
Engineering – Mechatronics Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cem
Engineering – Mining,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lee
Engineering – Software Engineering (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/ces
Engineering – Sustainable and Renewable Energy (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cek
English,University of Windsor,https://www.ouinfo.ca/programs/windsor/naw
English,York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygn
English & Professional Writing (BA),York University,https://www.ouinfo.ca/programs/york/ybf
English (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ova
English (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jah
English (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbb
English (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uvn
English (BA),York University,https://www.ouinfo.ca/programs/york/yua
English (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sen
English (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/an
English Language Pathway Programs,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sfp
English Language and Literature,Brock University,https://www.ouinfo.ca/programs/brock/ben
English Literature,Trent University,https://www.ouinfo.ca/programs/trent/ren
English Literature,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/roe
English Literature & Media Studies,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rfe
English Literature & Psychology,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rff
English Literature & Sociology,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rfg
English Literature (Honours Arts) - Co-Op,Trent University,https://www.ouinfo.ca/programs/trent/rat
English Literature and Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rx
"English Literature, Media, and Writing",Laurentian University,https://www.ouinfo.ca/programs/laurentian/lei
English and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjd
English with Co-operative Education,University of Windsor,https://www.ouinfo.ca/programs/windsor/naa
Entrepreneurship,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhu
Entrepreneurship (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhu
Entrepreneurship and Innovation (BCom),York University – Markham Campus,https://www.ouinfo.ca/programs/york-markham/ymc
Environment and Business (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/web
Environment and Sustainability,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dtb
Environment and Urban Sustainability (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sas
"Environment, Resources and Sustainability (Regular/Co-op)",University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wer
Environmental Arts & Justice (BES),York University,https://www.ouinfo.ca/programs/york/ydf
Environmental Biology,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsl
Environmental Biology (BSc),York University,https://www.ouinfo.ca/programs/york/ypb
Environmental Biology (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlc
Environmental Chemistry,Trent University,https://www.ouinfo.ca/programs/trent/rvc
Environmental Design,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hed
Environmental Economics and Public Policy (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxg
Environmental Engineering,University of Windsor,https://www.ouinfo.ca/programs/windsor/nek
Environmental Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wee
Environmental Engineering (co-op and regular),University of Guelph,https://www.ouinfo.ca/programs/guelph/gbn
Environmental Geoscience,Trent University,https://www.ouinfo.ca/programs/trent/reg
Environmental Geoscience (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/owo
Environmental Geosciences,Brock University,https://www.ouinfo.ca/programs/brock/beg
Environmental Management,University of Guelph,https://www.ouinfo.ca/programs/guelph/gbc
Environmental Management (co-op available) (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/ao
Environmental Resource Science and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjt
Environmental Resource Studies and Business,Trent University,https://www.ouinfo.ca/programs/trent/rju
Environmental Science (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouo
Environmental Science (BSc 4 Year),Algoma University,https://www.ouinfo.ca/programs/algoma/jes
Environmental Science (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ues
Environmental Science (BSc) - Faculty of Environmental & Urban Change,York University,https://www.ouinfo.ca/programs/york/ybs
Environmental Science (BSc) - Faculty of Science,York University,https://www.ouinfo.ca/programs/york/ysv
Environmental Science/Environmental Studies,University of Windsor,https://www.ouinfo.ca/programs/windsor/nls
Environmental Science/Studies (Honours),Trent University,https://www.ouinfo.ca/programs/trent/res
Environmental Sciences (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wse
Environmental Studies (4 years) (English Program) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oae
Environmental Studies (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ueb
Environmental Sustainability (co-op available) (Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/ap
Environmental and Earth Sciences I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mee
Environmental and Resource Science (BSc),Trent University,https://www.ouinfo.ca/programs/trent/rsv
Environmental and Resource Studies (BA),Trent University,https://www.ouinfo.ca/programs/trent/rav
Equine Management,University of Guelph,https://www.ouinfo.ca/programs/guelph/ghg
"Equity, Diversity and Human Rights",Laurentian University,https://www.ouinfo.ca/programs/laurentian/led
"Ethics and Contemporary Social Issues (Certificate, Part-time Only) (1 year)",University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/oaq
Ethics and Political Philosophy (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oac
Ethics and Political Philosophy (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yyq
Experimental Animation,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hxn
Forensic Chemistry,Trent University,https://www.ouinfo.ca/programs/trent/ruh
Family Studies & Human Development,Western University,https://www.ouinfo.ca/programs/western/efs
Family Studies and Human Development,University of Guelph,https://www.ouinfo.ca/programs/guelph/gfd
Family and Social Relations,University of Windsor,https://www.ouinfo.ca/programs/windsor/nqr
Fashion,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sff
Feminist and Gender Studies (4-year major) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxa
Feminist and Gender Studies and Political Science (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oy
Feminist and Gender Studies and Sociology (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oya
Film Production,University of Windsor,https://www.ouinfo.ca/programs/windsor/nfc
Film Studies,Brock University,https://www.ouinfo.ca/programs/brock/bf
Finance,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dbf
Finance (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dcf
Finance and Economics (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbc
Finance and Economics (Brampton) (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jdc
Finance and Wealth Management,Western University – King's University College,https://www.ouinfo.ca/programs/western-kings/ekf
Financial & Business Economics (BA),York University,https://www.ouinfo.ca/programs/york/ybk
Financial Mathematics (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/smt
Financial Mathematics and Analytics (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uam
Financial Mathematics and Analytics (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/usm
Financial Mathematics and Economics (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/out
Financial Science,Trent University,https://www.ouinfo.ca/programs/trent/rdk
Financial Science (Honours Science) - Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rlh
Financial Technologies (BSc),York University – Markham Campus,https://www.ouinfo.ca/programs/york-markham/ymb
Fine Arts (Visual Arts) (BFA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jca
Fine Arts – Studio,Western University,https://www.ouinfo.ca/programs/western/eav
First Year Engineering Core Program,York University – Markham Campus,https://www.ouinfo.ca/programs/york-markham/ymg
First Year Exploration BA (First year only) (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygm
First Year Science Program,York University – Markham Campus,https://www.ouinfo.ca/programs/york-markham/ymh
Food Sciences (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/owk
Forensic Biology,Trent University,https://www.ouinfo.ca/programs/trent/ruf
Forensic Psychology,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dps
Forensic Psychology and Criminal Justice,Brock University,https://www.ouinfo.ca/programs/brock/bfc
Forensic Science,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsn
Forensic Science,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lra
Forensic Science,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tmk
Forensic Science,Trent University,https://www.ouinfo.ca/programs/trent/ru
Forensic Science and Biology,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lry
Forensic Science and Chemistry,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lru
Forensic Science/Forensics,University of Windsor,https://www.ouinfo.ca/programs/windsor/nfs
Forensics and Arts,Trent University,https://www.ouinfo.ca/programs/trent/rcu
Forensics and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjq
Forensics and Science,Trent University,https://www.ouinfo.ca/programs/trent/rsu
Forestry (co-op available) (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aq
Foundations of Indigenous Learning,Trent University,https://www.ouinfo.ca/programs/trent/rg
French,University of Windsor,https://www.ouinfo.ca/programs/windsor/nka
French & Fracophone Studies (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rfo
French & Francophone Studies,Trent University,https://www.ouinfo.ca/programs/trent/rfw
French & Francophone Studies,Trent University,https://www.ouinfo.ca/programs/trent/rfr
French (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/ar
French and Business,Trent University,https://www.ouinfo.ca/programs/trent/rje
French as a Second Language (4-year major),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovr
French with Co-operative Education,University of Windsor,https://www.ouinfo.ca/programs/windsor/nky
Game Design,Brock University,https://www.ouinfo.ca/programs/brock/bgd
Game Design & Development (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/ugm
Game Development and Interactive Media,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dgd
Game Programming,Brock University,https://www.ouinfo.ca/programs/brock/bgp
Gender & Social Justice,Trent University,https://www.ouinfo.ca/programs/trent/rws
Gender & Social Justice,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rgw
Gender & Social Justice (Hounours Arts)  – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rwc
Gender & Social Justice and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjf
Gender and Women’s Studies (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aas
"General (Arts or Science) (Thunder Bay, Orillia & Online)",Lakehead University,https://www.ouinfo.ca/programs/lakehead/as
General Bachelor of Computing,University of Guelph,https://www.ouinfo.ca/programs/guelph/gcg
General Engineering,University of Windsor,https://www.ouinfo.ca/programs/windsor/ne
General Humanities,Brock University,https://www.ouinfo.ca/programs/brock/bhu
General Science,University of Windsor,https://www.ouinfo.ca/programs/windsor/ns
Geoarchaeology (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/at
Geographic Analysis Co-op (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sac
Geography (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovc
Geography (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jak
Geography (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbj
Geography (BA),Trent University,https://www.ouinfo.ca/programs/trent/rgg
Geography (BA),Brock University,https://www.ouinfo.ca/programs/brock/bge
Geography (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ugb
Geography (BSc),Brock University,https://www.ouinfo.ca/programs/brock/bo
Geography (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uhg
Geography (BSc),Trent University,https://www.ouinfo.ca/programs/trent/rgs
Geography and Aviation,University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wev
Geography and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjv
Geography and Environmental Management (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wg
Geography and the Environment (includes Environmental Science and Studies) (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/au
Geological Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wwg
Geology (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouu
Geology (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/av
Geology-Physics (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouv
Geomatics (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wgm
Gerontology,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lxa
Global Business and Digital Arts (Co-op only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wgb
Global Development Studies,Trent University,https://www.ouinfo.ca/programs/trent/rid
Global Development Studies (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/riv
Global Development Studies and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjn
Global Geography (BA),York University,https://www.ouinfo.ca/programs/york/yey
Global Health (BA),York University,https://www.ouinfo.ca/programs/york/yhs
Global Health (BSc),York University,https://www.ouinfo.ca/programs/york/yht
Global Political Studies (BA),York University,https://www.ouinfo.ca/programs/york/ybg
Global Studies,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dak
"Global Studies (BA) + International Development (MA), University of Sussex",Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ugx
Global Studies (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlg
Global and International Studies,Carleton University,https://www.ouinfo.ca/programs/carleton/cgi
Global history and justice (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yya
Graphic Communications Management,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sgo
Graphic Design,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hgd
Greek and Roman Studies,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkb
Greek and Roman Studies (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovd
History and Political Science (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxw
History and Political Science (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ou
Health & Behaviour,Trent University,https://www.ouinfo.ca/programs/trent/rhh
Health & Society (BA),York University,https://www.ouinfo.ca/programs/york/yrg
Health & Society I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mlh
Health Administration,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhd
"Health Policy, Management & Digital Health (BHS)",York University,https://www.ouinfo.ca/programs/york/yhy
Health Promotion,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lhe
Health Science,Western University,https://www.ouinfo.ca/programs/western/ew
Health Science (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ush
Health Sciences,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhs
Health Sciences,Queen's University,https://www.ouinfo.ca/programs/queens/qh
Health Sciences (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/okc
Health Sciences (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wf
Health Sciences – Honours (4 years),Carleton University,https://www.ouinfo.ca/programs/carleton/chs
Health Studies (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uhb
"Health Studies (BA) + Public Health / Global Health (MSc), Brighton and Sussex Medical School",Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uhx
Health Studies (BHS),York University,https://www.ouinfo.ca/programs/york/yhe
History,Brock University,https://www.ouinfo.ca/programs/brock/bhi
History,Trent University,https://www.ouinfo.ca/programs/trent/rhi
History,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkc
History,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lty
History (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovf
History (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jal
History (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbd
History (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uvs
"History (BA, iBA)",York University,https://www.ouinfo.ca/programs/york/yuc
History (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rhc
History (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sah
History (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/ax
History and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjg
Honours  Science,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rox
Honours Arts,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/roy
Honours Arts,Trent University,https://www.ouinfo.ca/programs/trent/rcx
Honours Arts (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uh
Honours Arts (BA) in French with Teaching Option,Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uat
Honours Arts (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wa
Honours Arts (Renison University College),University of Waterloo – Renison University College,https://www.ouinfo.ca/programs/waterloo-renison/wra
Honours Arts and Business (Regular/Co-op),University of Waterloo – St. Jerome's University,https://www.ouinfo.ca/programs/waterloo-st-jeromes/wjb
Honours Arts and Business (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wab
Honours Bachelor of Applied Arts in Media & Communication Studies and Diploma in Media Communications,University of Guelph-Humber,https://www.ouinfo.ca/programs/guelph-humber/gmt
Honours Bachelor of Applied Science in Early Childhood Studies and Diploma in Early Childhood Education,University of Guelph-Humber,https://www.ouinfo.ca/programs/guelph-humber/ghe
Honours Bachelor of Applied Science in Justice Studies and Diploma in Police Foundations OR Community and Justice Services,University of Guelph-Humber,https://www.ouinfo.ca/programs/guelph-humber/gmp
Honours Bachelor of Applied Science in Kinesiology and Diploma in Fitness and Health Promotion,University of Guelph-Humber,https://www.ouinfo.ca/programs/guelph-humber/ghk
Honours Bachelor of Applied Science in Psychology and Diploma in General Arts and Science,University of Guelph-Humber,https://www.ouinfo.ca/programs/guelph-humber/gma
"Honours Bachelor of Arts with Major in Faith, Ethics and Justice (4 years)",University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/oag
Honours Bachelor of Business Administration and Diploma in Business Administration,University of Guelph-Humber,https://www.ouinfo.ca/programs/guelph-humber/gdb
Honours Health Sciences I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mns
Honours Integrated Science I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mis
Honours Science,Trent University,https://www.ouinfo.ca/programs/trent/rsx
Honours Science,University of Waterloo,https://www.ouinfo.ca/programs/waterloo/ws
Honours Science (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uwa
Honours Science Program – Computer Science,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rcm
Hospitality and Tourism Management,University of Guelph,https://www.ouinfo.ca/programs/guelph/ght
Hospitality and Tourism Management (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/shp
Hospitality and Tourism Management Co-op,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sqd
Human Health Science,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhh
Human Kinetics,University of Guelph,https://www.ouinfo.ca/programs/guelph/gzk
Human Kinetics (BHK) (4 years) - Education and Coaching (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oku
Human Kinetics (BHK) (4 years) - Recreation and Sport Management (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/okt
Human Kinetics (BHK) (4 years) with Emphasis on Social Sciences (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oka
Human Kinetics – Bachelor of Science (BScHK) (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oul
Human Kinetics – Bachelor of Science (BScHK) (4 years) - Applied Studies in Kinesiology (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/okk
"Human Relations and Spirituality (Certificate, Part-time Only) (1 year)",University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/ohr
Human Relations and Spirituality (Honours Bachelor of Arts) (4 years),University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/opg
Human Resources Management (BHRM),York University,https://www.ouinfo.ca/programs/york/yfl
Human Rights & Equity Studies (BA),York University,https://www.ouinfo.ca/programs/york/yrd
Human Rights (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uvh
"Human Rights (BA) + International Development (MA), University of Sussex",Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/udx
Human Rights (Honours Arts),Trent University,https://www.ouinfo.ca/programs/trent/rha
Human Rights (Honours Arts) - Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rhb
Human Rights (Honours Arts) - Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rbh
Human Rights Law,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dar
Human Rights Law (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlr
Human Rights Studies,Western University – King's University College,https://www.ouinfo.ca/programs/western-kings/ekh
Humanities,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tmh
Humanities,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tah
Humanities,Carleton University,https://www.ouinfo.ca/programs/carleton/cbc
"Humanities (BA, iBA)",York University,https://www.ouinfo.ca/programs/york/yud
Humanities I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mh
Humanities and Biology,Carleton University,https://www.ouinfo.ca/programs/carleton/cbd
Illustration,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hil
Image Arts: Film,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/spa
Image Arts: Photography Media Arts,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/spc
Indigenous Bachelor of Education (BEd),Trent University,https://www.ouinfo.ca/programs/trent/rti
Indigenous Environmental Science (BSc),Trent University,https://www.ouinfo.ca/programs/trent/rci
Indigenous Environmental Studies (BA),Trent University,https://www.ouinfo.ca/programs/trent/rai
Indigenous Environmental Studies (Dipl.),Trent University,https://www.ouinfo.ca/programs/trent/rm
Indigenous Environmental Studies (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rie
Indigenous Learning (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/ay
Indigenous Social Work,Laurentian University,https://www.ouinfo.ca/programs/laurentian/ldc
Indigenous Studies,Trent University,https://www.ouinfo.ca/programs/trent/rin
Indigenous Studies (BA in combination),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uis
Indigenous Studies (BA),York University,https://www.ouinfo.ca/programs/york/ybm
Indigenous Studies (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/ric
Indigenous Studies and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjh
Indigenous Visual Culture,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hig
Industrial Design,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hid
Industrial Design (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cd
Industrial Engineering,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/ti
Industrial Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhu
Industrial Engineering,University of Windsor,https://www.ouinfo.ca/programs/windsor/neh
Industrial Engineering (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/siq
Industrial Engineering (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhu
Information Law,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dax
Information Law (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlx
Information Systems & Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rib
